perf_metric,perf_metric_diff,pvalue,names,method,perf_metric_name,seed,groups,train_frac
0.9338842975206612,0,0,Otu00001,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00002,rf,AUC,100,experiment,0.65
0.9333471074380165,5.371900826446341e-4,0,Otu00003,rf,AUC,100,experiment,0.65
0.932892561983471,9.917355371901193e-4,0,Otu00004,rf,AUC,100,experiment,0.65
0.9328099173553719,0.0010743801652892682,0,Otu00005,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00006,rf,AUC,100,experiment,0.65
0.9008264462809917,0.03305785123966942,0.08,Otu00007,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00008,rf,AUC,100,experiment,0.65
0.9230578512396694,0.01082644628099172,0.05,Otu00009,rf,AUC,100,experiment,0.65
0.9210743801652893,0.012809917355371847,0.03,Otu00010,rf,AUC,100,experiment,0.65
0.9237603305785125,0.010123966942148677,0,Otu00011,rf,AUC,100,experiment,0.65
0.9164462809917355,0.017438016528925626,0.03,Otu00012,rf,AUC,100,experiment,0.65
0.9301652892561983,0.0037190082644628086,0,Otu00013,rf,AUC,100,experiment,0.65
0.9219421487603306,0.011942148760330507,0.03,Otu00014,rf,AUC,100,experiment,0.65
0.9301239669421487,0.0037603305785124386,0,Otu00015,rf,AUC,100,experiment,0.65
0.9323140495867769,0.0015702479338842723,0,Otu00016,rf,AUC,100,experiment,0.65
0.9326446280991736,0.0012396694214875659,0,Otu00017,rf,AUC,100,experiment,0.65
0.931900826446281,0.0019834710743801276,0,Otu00018,rf,AUC,100,experiment,0.65
0.9337190082644629,1.652892561982977e-4,0,Otu00019,rf,AUC,100,experiment,0.65
0.9272314049586777,0.006652892561983426,0.01,Otu00020,rf,AUC,100,experiment,0.65
0.9315702479338843,0.002314049586776834,0,Otu00021,rf,AUC,100,experiment,0.65
0.9291322314049587,0.004752066115702447,0,Otu00022,rf,AUC,100,experiment,0.65
0.923801652892562,0.010082644628099158,0.05,Otu00023,rf,AUC,100,experiment,0.65
0.9327272727272727,0.001157024793388417,0,Otu00024,rf,AUC,100,experiment,0.65
0.9320247933884298,0.0018595041322313488,0.06,Otu00025,rf,AUC,100,experiment,0.65
0.9305785123966942,0.0033057851239669533,0,Otu00026,rf,AUC,100,experiment,0.65
0.9209504132231405,0.012933884297520626,0.07,Otu00027,rf,AUC,100,experiment,0.65
0.9283884297520661,0.005495867768595009,0,Otu00028,rf,AUC,100,experiment,0.65
0.9238429752066115,0.010041322314049639,0.26,Otu00029,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00030,rf,AUC,100,experiment,0.65
0.9318181818181819,0.0020661157024792765,0,Otu00031,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00032,rf,AUC,100,experiment,0.65
0.9326859504132231,0.001198347107438047,0,Otu00033,rf,AUC,100,experiment,0.65
0.9310743801652893,0.002809917355371838,0,Otu00034,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00035,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00036,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00037,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00038,rf,AUC,100,experiment,0.65
0.9315702479338843,0.002314049586776834,0,Otu00039,rf,AUC,100,experiment,0.65
0.922107438016529,0.011776859504132209,0,Otu00040,rf,AUC,100,experiment,0.65
0.930495867768595,0.003388429752066102,0.28,Otu00041,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00042,rf,AUC,100,experiment,0.65
0.9319834710743802,0.0019008264462809787,0,Otu00043,rf,AUC,100,experiment,0.65
0.9334710743801653,4.132231404958553e-4,0,Otu00044,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00045,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00046,rf,AUC,100,experiment,0.65
0.9213636363636364,0.01252066115702477,0,Otu00047,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00048,rf,AUC,100,experiment,0.65
0.933099173553719,7.851239669421917e-4,0,Otu00049,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00050,rf,AUC,100,experiment,0.65
0.9324793388429752,0.0014049586776859746,0.18,Otu00051,rf,AUC,100,experiment,0.65
0.9331404958677686,7.438016528925617e-4,0,Otu00052,rf,AUC,100,experiment,0.65
0.9337603305785124,1.239669421487788e-4,0,Otu00053,rf,AUC,100,experiment,0.65
0.9185950413223141,0.01528925619834709,0,Otu00054,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00055,rf,AUC,100,experiment,0.65
0.9126446280991736,0.021239669421487584,0.17,Otu00056,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00057,rf,AUC,100,experiment,0.65
0.9278925619834711,0.005991735537190013,0,Otu00058,rf,AUC,100,experiment,0.65
0.9336363636363636,2.479338842975576e-4,0,Otu00059,rf,AUC,100,experiment,0.65
0.935206611570248,-0.0013223140495868257,0.48,Otu00060,rf,AUC,100,experiment,0.65
0.9312396694214876,0.0026446280991735405,0.04,Otu00062,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00063,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00064,rf,AUC,100,experiment,0.65
0.9257851239669421,0.00809917355371903,0,Otu00065,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00067,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00068,rf,AUC,100,experiment,0.65
0.9258264462809918,0.0080578512396694,0,Otu00069,rf,AUC,100,experiment,0.65
0.9326859504132231,0.001198347107438047,0,Otu00070,rf,AUC,100,experiment,0.65
0.9329338842975207,9.504132231404894e-4,0,Otu00071,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00072,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00073,rf,AUC,100,experiment,0.65
0.9338842975206612,0,0,Otu00074,rf,AUC,100,experiment,0.65
0.933099173553719,7.851239669421917e-4,0,Otu00076,rf,AUC,100,experiment,0.65
0.9306611570247934,0.0032231404958678045,0.13,Otu00077,rf,AUC,100,experiment,0.65
0.9335537190082644,3.3057851239670644e-4,0,Otu00078,rf,AUC,100,experiment,0.65
