no,yes,actual,is_pos,tp,fp,sensitivity,fpr,specificity,precision,seed,groups,train_frac
0.933,0.067,no,FALSE,11,10,1,0.9090909090909092,0.09090909090909094,0.5238095238095238,178,experiment,0.65
0.957,0.043,no,FALSE,11,11,1,1,0,0.5,178,experiment,0.65
0.035,0.965,yes,TRUE,1,0,0.06666666666666667,0,1,1,179,experiment,0.65
0.061,0.939,yes,TRUE,2,0,0.13333333333333333,0,1,1,179,experiment,0.65
0.083,0.917,yes,TRUE,3,0,0.2,0,1,1,179,experiment,0.65
0.128,0.872,yes,TRUE,4,0,0.26666666666666666,0,1,1,179,experiment,0.65
0.15,0.85,yes,TRUE,5,0,0.3333333333333333,0,1,1,179,experiment,0.65
0.165,0.835,yes,TRUE,6,0,0.4,0,1,1,179,experiment,0.65
0.166,0.834,yes,TRUE,7,0,0.4666666666666667,0,1,1,179,experiment,0.65
0.188,0.812,yes,TRUE,8,0,0.5333333333333333,0,1,1,179,experiment,0.65
0.281,0.719,yes,TRUE,9,0,0.6,0,1,1,179,experiment,0.65
0.343,0.657,yes,TRUE,10,0,0.6666666666666666,0,1,1,179,experiment,0.65
0.396,0.604,no,FALSE,10,1,0.6666666666666666,0.03703703703703703,0.962962962962963,0.9090909090909092,179,experiment,0.65
0.408,0.592,yes,TRUE,11,1,0.7333333333333333,0.03703703703703703,0.962962962962963,0.9166666666666666,179,experiment,0.65
0.411,0.589,no,FALSE,11,2,0.7333333333333333,0.07407407407407407,0.925925925925926,0.8461538461538461,179,experiment,0.65
0.414,0.586,yes,TRUE,12,2,0.8,0.07407407407407407,0.925925925925926,0.8571428571428571,179,experiment,0.65
0.427,0.573,no,FALSE,12,3,0.8,0.1111111111111111,0.8888888888888888,0.8,179,experiment,0.65
0.479,0.521,no,FALSE,12,4,0.8,0.14814814814814814,0.8518518518518519,0.75,179,experiment,0.65
0.485,0.515,no,FALSE,12,5,0.8,0.18518518518518515,0.8148148148148149,0.7058823529411765,179,experiment,0.65
0.548,0.452,no,FALSE,12,6,0.8,0.2222222222222222,0.7777777777777778,0.6666666666666666,179,experiment,0.65
0.548,0.452,no,FALSE,12,7,0.8,0.25925925925925924,0.7407407407407407,0.631578947368421,179,experiment,0.65
0.562,0.438,yes,TRUE,13,7,0.8666666666666667,0.25925925925925924,0.7407407407407407,0.65,179,experiment,0.65
0.571,0.429,no,FALSE,13,8,0.8666666666666667,0.2962962962962963,0.7037037037037037,0.6190476190476191,179,experiment,0.65
0.576,0.424,no,FALSE,13,9,0.8666666666666667,0.3333333333333333,0.6666666666666667,0.5909090909090909,179,experiment,0.65
0.584,0.416,yes,TRUE,14,9,0.9333333333333332,0.3333333333333333,0.6666666666666667,0.6086956521739131,179,experiment,0.65
0.683,0.317,yes,TRUE,15,9,1,0.3333333333333333,0.6666666666666667,0.625,179,experiment,0.65
0.693,0.307,no,FALSE,15,10,1,0.3703703703703703,0.6296296296296297,0.6,179,experiment,0.65
0.7,0.3,no,FALSE,15,11,1,0.4074074074074074,0.5925925925925926,0.5769230769230769,179,experiment,0.65
0.752,0.248,no,FALSE,15,12,1,0.4444444444444444,0.5555555555555556,0.5555555555555556,179,experiment,0.65
0.791,0.209,no,FALSE,15,13,1,0.48148148148148145,0.5185185185185186,0.5357142857142857,179,experiment,0.65
0.806,0.194,no,FALSE,15,14,1,0.5185185185185185,0.4814814814814815,0.5172413793103449,179,experiment,0.65
0.808,0.192,no,FALSE,15,15,1,0.5555555555555556,0.4444444444444444,0.5,179,experiment,0.65
0.813,0.187,no,FALSE,15,16,1,0.5925925925925926,0.40740740740740744,0.4838709677419355,179,experiment,0.65
0.814,0.186,no,FALSE,15,17,1,0.6296296296296297,0.3703703703703703,0.46875,179,experiment,0.65
0.83,0.17,no,FALSE,15,18,1,0.6666666666666666,0.33333333333333337,0.4545454545454546,179,experiment,0.65
0.83,0.17,no,FALSE,15,19,1,0.7037037037037037,0.2962962962962963,0.4411764705882353,179,experiment,0.65
0.866,0.134,no,FALSE,15,20,1,0.7407407407407407,0.2592592592592593,0.42857142857142855,179,experiment,0.65
0.888,0.112,no,FALSE,15,21,1,0.7777777777777778,0.2222222222222222,0.4166666666666667,179,experiment,0.65
0.889,0.111,no,FALSE,15,22,1,0.8148148148148148,0.18518518518518523,0.40540540540540543,179,experiment,0.65
0.934,0.066,no,FALSE,15,23,1,0.8518518518518519,0.14814814814814814,0.3947368421052632,179,experiment,0.65
0.939,0.061,no,FALSE,15,24,1,0.8888888888888888,0.11111111111111116,0.38461538461538464,179,experiment,0.65
0.941,0.059,no,FALSE,15,25,1,0.925925925925926,0.07407407407407407,0.375,179,experiment,0.65
0.952,0.048,no,FALSE,15,26,1,0.9629629629629628,0.03703703703703709,0.36585365853658536,179,experiment,0.65
0.976,0.024,no,FALSE,15,27,1,1,0,0.35714285714285715,179,experiment,0.65
0.108,0.892,yes,TRUE,1,0,0.2,0,1,1,180,experiment,0.65
0.119,0.881,yes,TRUE,2,0,0.4,0,1,1,180,experiment,0.65
0.13,0.87,yes,TRUE,3,0,0.6,0,1,1,180,experiment,0.65
0.142,0.858,yes,TRUE,4,0,0.8,0,1,1,180,experiment,0.65
0.244,0.756,no,FALSE,4,1,0.8,0.04545454545454545,0.9545454545454546,0.8,180,experiment,0.65
0.249,0.751,no,FALSE,4,2,0.8,0.09090909090909093,0.9090909090909092,0.6666666666666666,180,experiment,0.65
0.372,0.628,no,FALSE,4,3,0.8,0.13636363636363635,0.8636363636363636,0.5714285714285714,180,experiment,0.65
0.405,0.595,yes,TRUE,5,3,1,0.13636363636363635,0.8636363636363636,0.625,180,experiment,0.65
0.411,0.589,no,FALSE,5,4,1,0.18181818181818185,0.8181818181818181,0.5555555555555556,180,experiment,0.65
0.426,0.574,no,FALSE,5,5,1,0.2272727272727273,0.7727272727272727,0.5,180,experiment,0.65
0.479,0.521,no,FALSE,5,6,1,0.2727272727272727,0.7272727272727273,0.4545454545454546,180,experiment,0.65
0.488,0.512,no,FALSE,5,7,1,0.3181818181818182,0.6818181818181819,0.4166666666666667,180,experiment,0.65
0.528,0.472,no,FALSE,5,8,1,0.3636363636363637,0.6363636363636364,0.38461538461538464,180,experiment,0.65
0.531,0.469,no,FALSE,5,9,1,0.4090909090909091,0.5909090909090908,0.35714285714285715,180,experiment,0.65
0.533,0.467,no,FALSE,5,10,1,0.4545454545454546,0.5454545454545454,0.3333333333333333,180,experiment,0.65
0.619,0.381,no,FALSE,5,11,1,0.5,0.5,0.3125,180,experiment,0.65
0.623,0.377,no,FALSE,5,12,1,0.5454545454545454,0.4545454545454546,0.29411764705882354,180,experiment,0.65
0.628,0.372,no,FALSE,5,13,1,0.5909090909090909,0.40909090909090906,0.2777777777777778,180,experiment,0.65
0.672,0.328,no,FALSE,5,14,1,0.6363636363636364,0.3636363636363637,0.2631578947368421,180,experiment,0.65
0.72,0.28,no,FALSE,5,15,1,0.6818181818181818,0.31818181818181823,0.25,180,experiment,0.65
0.726,0.274,no,FALSE,5,16,1,0.7272727272727273,0.2727272727272727,0.23809523809523808,180,experiment,0.65
0.745,0.255,no,FALSE,5,17,1,0.7727272727272727,0.2272727272727273,0.2272727272727273,180,experiment,0.65
0.75,0.25,no,FALSE,5,18,1,0.8181818181818182,0.18181818181818177,0.21739130434782608,180,experiment,0.65
0.832,0.168,no,FALSE,5,19,1,0.8636363636363636,0.13636363636363635,0.20833333333333337,180,experiment,0.65
0.87,0.13,no,FALSE,5,20,1,0.9090909090909092,0.09090909090909094,0.2,180,experiment,0.65
0.919,0.081,no,FALSE,5,21,1,0.9545454545454546,0.04545454545454541,0.19230769230769232,180,experiment,0.65
0.934,0.066,no,FALSE,5,22,1,1,0,0.18518518518518515,180,experiment,0.65
0.033,0.967,yes,TRUE,1,0,0.09090909090909093,0,1,1,181,experiment,0.65
0.039,0.961,yes,TRUE,2,0,0.18181818181818185,0,1,1,181,experiment,0.65
0.251,0.749,yes,TRUE,3,0,0.2727272727272727,0,1,1,181,experiment,0.65
0.254,0.746,yes,TRUE,4,0,0.3636363636363637,0,1,1,181,experiment,0.65
0.278,0.722,yes,TRUE,5,0,0.4545454545454546,0,1,1,181,experiment,0.65
0.356,0.644,no,FALSE,5,1,0.4545454545454546,0.09090909090909093,0.9090909090909092,0.8333333333333334,181,experiment,0.65
0.38,0.62,yes,TRUE,6,1,0.5454545454545454,0.09090909090909093,0.9090909090909092,0.8571428571428571,181,experiment,0.65
0.383,0.617,yes,TRUE,7,1,0.6363636363636364,0.09090909090909093,0.9090909090909092,0.875,181,experiment,0.65
0.623,0.377,yes,TRUE,8,1,0.7272727272727273,0.09090909090909093,0.9090909090909092,0.8888888888888888,181,experiment,0.65
0.674,0.326,no,FALSE,8,2,0.7272727272727273,0.18181818181818185,0.8181818181818181,0.8,181,experiment,0.65
0.702,0.298,yes,TRUE,9,2,0.8181818181818182,0.18181818181818185,0.8181818181818181,0.8181818181818182,181,experiment,0.65
0.735,0.265,yes,TRUE,10,2,0.9090909090909092,0.18181818181818185,0.8181818181818181,0.8333333333333334,181,experiment,0.65
0.795,0.205,yes,TRUE,11,2,1,0.18181818181818185,0.8181818181818181,0.8461538461538461,181,experiment,0.65
0.804,0.196,no,FALSE,11,3,1,0.2727272727272727,0.7272727272727273,0.7857142857142857,181,experiment,0.65
0.833,0.167,no,FALSE,11,4,1,0.3636363636363637,0.6363636363636364,0.7333333333333333,181,experiment,0.65
0.846,0.154,no,FALSE,11,5,1,0.4545454545454546,0.5454545454545454,0.6875,181,experiment,0.65
0.848,0.152,no,FALSE,11,6,1,0.5454545454545454,0.4545454545454546,0.6470588235294118,181,experiment,0.65
0.858,0.142,no,FALSE,11,7,1,0.6363636363636364,0.3636363636363637,0.6111111111111112,181,experiment,0.65
0.9,0.1,no,FALSE,11,8,1,0.7272727272727273,0.2727272727272727,0.5789473684210527,181,experiment,0.65
0.911,0.089,no,FALSE,11,9,1,0.8181818181818182,0.18181818181818177,0.55,181,experiment,0.65
0.921,0.079,no,FALSE,11,10,1,0.9090909090909092,0.09090909090909094,0.5238095238095238,181,experiment,0.65
0.943,0.057,no,FALSE,11,11,1,1,0,0.5,181,experiment,0.65
0.147,0.853,yes,TRUE,1,0,0.1,0,1,1,182,experiment,0.65
0.198,0.802,yes,TRUE,2,0,0.2,0,1,1,182,experiment,0.65
0.2,0.8,yes,TRUE,3,0,0.3,0,1,1,182,experiment,0.65
0.215,0.785,yes,TRUE,4,0,0.4,0,1,1,182,experiment,0.65
0.231,0.769,yes,TRUE,5,0,0.5,0,1,1,182,experiment,0.65
0.27,0.73,yes,TRUE,6,0,0.6,0,1,1,182,experiment,0.65
0.359,0.641,yes,TRUE,7,0,0.7,0,1,1,182,experiment,0.65
0.363,0.637,yes,TRUE,8,0,0.8,0,1,1,182,experiment,0.65
0.508,0.492,no,FALSE,8,1,0.8,0.05263157894736842,0.9473684210526316,0.8888888888888888,182,experiment,0.65
0.554,0.446,yes,TRUE,9,1,0.9,0.05263157894736842,0.9473684210526316,0.9,182,experiment,0.65
0.572,0.428,no,FALSE,9,2,0.9,0.10526315789473684,0.8947368421052632,0.8181818181818182,182,experiment,0.65
0.628,0.372,no,FALSE,9,3,0.9,0.15789473684210523,0.8421052631578947,0.75,182,experiment,0.65
0.651,0.349,no,FALSE,9,4,0.9,0.21052631578947367,0.7894736842105263,0.6923076923076923,182,experiment,0.65
0.654,0.346,yes,TRUE,10,4,1,0.21052631578947367,0.7894736842105263,0.7142857142857143,182,experiment,0.65
0.71,0.29,no,FALSE,10,5,1,0.2631578947368421,0.736842105263158,0.6666666666666666,182,experiment,0.65
0.731,0.269,no,FALSE,10,6,1,0.3157894736842105,0.6842105263157895,0.625,182,experiment,0.65
0.768,0.232,no,FALSE,10,7,1,0.3684210526315789,0.631578947368421,0.5882352941176471,182,experiment,0.65
0.805,0.195,no,FALSE,10,8,1,0.42105263157894735,0.5789473684210527,0.5555555555555556,182,experiment,0.65
0.805,0.195,no,FALSE,10,9,1,0.47368421052631576,0.5263157894736843,0.5263157894736842,182,experiment,0.65
0.816,0.184,no,FALSE,10,10,1,0.5263157894736842,0.4736842105263158,0.5,182,experiment,0.65
0.82,0.18,no,FALSE,10,11,1,0.5789473684210527,0.42105263157894735,0.47619047619047616,182,experiment,0.65
0.84,0.16,no,FALSE,10,12,1,0.631578947368421,0.368421052631579,0.4545454545454546,182,experiment,0.65
0.853,0.147,no,FALSE,10,13,1,0.6842105263157895,0.3157894736842105,0.43478260869565216,182,experiment,0.65
0.856,0.144,no,FALSE,10,14,1,0.7368421052631579,0.26315789473684215,0.4166666666666667,182,experiment,0.65
0.865,0.135,no,FALSE,10,15,1,0.7894736842105263,0.21052631578947367,0.4,182,experiment,0.65
0.87,0.13,no,FALSE,10,16,1,0.8421052631578947,0.1578947368421053,0.38461538461538464,182,experiment,0.65
0.873,0.127,no,FALSE,10,17,1,0.8947368421052632,0.10526315789473684,0.3703703703703703,182,experiment,0.65
0.875,0.125,no,FALSE,10,18,1,0.9473684210526316,0.05263157894736847,0.35714285714285715,182,experiment,0.65
0.888,0.112,no,FALSE,10,19,1,1,0,0.3448275862068966,182,experiment,0.65
0.011,0.989,yes,TRUE,1,0,0.09090909090909093,0,1,1,183,experiment,0.65
0.012,0.988,yes,TRUE,2,0,0.18181818181818185,0,1,1,183,experiment,0.65
0.119,0.881,yes,TRUE,3,0,0.2727272727272727,0,1,1,183,experiment,0.65
0.198,0.802,yes,TRUE,4,0,0.3636363636363637,0,1,1,183,experiment,0.65
0.199,0.801,yes,TRUE,5,0,0.4545454545454546,0,1,1,183,experiment,0.65
0.306,0.694,yes,TRUE,6,0,0.5454545454545454,0,1,1,183,experiment,0.65
0.375,0.625,yes,TRUE,7,0,0.6363636363636364,0,1,1,183,experiment,0.65
0.385,0.615,no,FALSE,7,1,0.6363636363636364,0.04545454545454545,0.9545454545454546,0.875,183,experiment,0.65
0.386,0.614,no,FALSE,7,2,0.6363636363636364,0.09090909090909093,0.9090909090909092,0.7777777777777778,183,experiment,0.65
0.427,0.573,no,FALSE,7,3,0.6363636363636364,0.13636363636363635,0.8636363636363636,0.7,183,experiment,0.65
0.441,0.559,yes,TRUE,8,3,0.7272727272727273,0.13636363636363635,0.8636363636363636,0.7272727272727273,183,experiment,0.65
0.529,0.471,no,FALSE,8,4,0.7272727272727273,0.18181818181818185,0.8181818181818181,0.6666666666666666,183,experiment,0.65
0.534,0.466,no,FALSE,8,5,0.7272727272727273,0.2272727272727273,0.7727272727272727,0.6153846153846154,183,experiment,0.65
0.588,0.412,no,FALSE,8,6,0.7272727272727273,0.2727272727272727,0.7272727272727273,0.5714285714285714,183,experiment,0.65
0.588,0.412,no,FALSE,8,7,0.7272727272727273,0.3181818181818182,0.6818181818181819,0.5333333333333333,183,experiment,0.65
0.612,0.388,yes,TRUE,9,7,0.8181818181818182,0.3181818181818182,0.6818181818181819,0.5625,183,experiment,0.65
0.627,0.373,yes,TRUE,10,7,0.9090909090909092,0.3181818181818182,0.6818181818181819,0.5882352941176471,183,experiment,0.65
0.635,0.365,no,FALSE,10,8,0.9090909090909092,0.3636363636363637,0.6363636363636364,0.5555555555555556,183,experiment,0.65
0.635,0.365,no,FALSE,10,9,0.9090909090909092,0.4090909090909091,0.5909090909090908,0.5263157894736842,183,experiment,0.65
0.679,0.321,no,FALSE,10,10,0.9090909090909092,0.4545454545454546,0.5454545454545454,0.5,183,experiment,0.65
0.729,0.271,yes,TRUE,11,10,1,0.4545454545454546,0.5454545454545454,0.5238095238095238,183,experiment,0.65
0.764,0.236,no,FALSE,11,11,1,0.5,0.5,0.5,183,experiment,0.65
0.768,0.232,no,FALSE,11,12,1,0.5454545454545454,0.4545454545454546,0.4782608695652174,183,experiment,0.65
0.814,0.186,no,FALSE,11,13,1,0.5909090909090909,0.40909090909090906,0.4583333333333333,183,experiment,0.65
0.868,0.132,no,FALSE,11,14,1,0.6363636363636364,0.3636363636363637,0.44,183,experiment,0.65
0.868,0.132,no,FALSE,11,15,1,0.6818181818181818,0.31818181818181823,0.4230769230769231,183,experiment,0.65
0.887,0.113,no,FALSE,11,16,1,0.7272727272727273,0.2727272727272727,0.4074074074074074,183,experiment,0.65
0.893,0.107,no,FALSE,11,17,1,0.7727272727272727,0.2272727272727273,0.3928571428571429,183,experiment,0.65
0.908,0.092,no,FALSE,11,18,1,0.8181818181818182,0.18181818181818177,0.3793103448275862,183,experiment,0.65
0.94,0.06,no,FALSE,11,19,1,0.8636363636363636,0.13636363636363635,0.36666666666666664,183,experiment,0.65
0.945,0.055,no,FALSE,11,20,1,0.9090909090909092,0.09090909090909094,0.3548387096774194,183,experiment,0.65
0.956,0.044,no,FALSE,11,21,1,0.9545454545454546,0.04545454545454541,0.34375,183,experiment,0.65
0.969,0.031,no,FALSE,11,22,1,1,0,0.3333333333333333,183,experiment,0.65
0.035,0.965,yes,TRUE,1,0,0.09090909090909093,0,1,1,184,experiment,0.65
0.051,0.949,yes,TRUE,2,0,0.18181818181818185,0,1,1,184,experiment,0.65
0.221,0.779,yes,TRUE,3,0,0.2727272727272727,0,1,1,184,experiment,0.65
0.273,0.727,yes,TRUE,4,0,0.3636363636363637,0,1,1,184,experiment,0.65
0.294,0.706,yes,TRUE,5,0,0.4545454545454546,0,1,1,184,experiment,0.65
0.393,0.607,no,FALSE,5,1,0.4545454545454546,0.09090909090909093,0.9090909090909092,0.8333333333333334,184,experiment,0.65
0.416,0.584,yes,TRUE,6,1,0.5454545454545454,0.09090909090909093,0.9090909090909092,0.8571428571428571,184,experiment,0.65
0.419,0.581,yes,TRUE,7,1,0.6363636363636364,0.09090909090909093,0.9090909090909092,0.875,184,experiment,0.65
0.644,0.356,yes,TRUE,8,1,0.7272727272727273,0.09090909090909093,0.9090909090909092,0.8888888888888888,184,experiment,0.65
0.682,0.318,no,FALSE,8,2,0.7272727272727273,0.18181818181818185,0.8181818181818181,0.8,184,experiment,0.65
0.691,0.309,yes,TRUE,9,2,0.8181818181818182,0.18181818181818185,0.8181818181818181,0.8181818181818182,184,experiment,0.65
0.77,0.23,yes,TRUE,10,2,0.9090909090909092,0.18181818181818185,0.8181818181818181,0.8333333333333334,184,experiment,0.65
0.784,0.216,yes,TRUE,11,2,1,0.18181818181818185,0.8181818181818181,0.8461538461538461,184,experiment,0.65
0.799,0.201,no,FALSE,11,3,1,0.2727272727272727,0.7272727272727273,0.7857142857142857,184,experiment,0.65
0.829,0.171,no,FALSE,11,4,1,0.3636363636363637,0.6363636363636364,0.7333333333333333,184,experiment,0.65
0.857,0.143,no,FALSE,11,5,1,0.4545454545454546,0.5454545454545454,0.6875,184,experiment,0.65
0.87,0.13,no,FALSE,11,6,1,0.5454545454545454,0.4545454545454546,0.6470588235294118,184,experiment,0.65
0.88,0.12,no,FALSE,11,7,1,0.6363636363636364,0.3636363636363637,0.6111111111111112,184,experiment,0.65
0.889,0.111,no,FALSE,11,8,1,0.7272727272727273,0.2727272727272727,0.5789473684210527,184,experiment,0.65
0.896,0.104,no,FALSE,11,9,1,0.8181818181818182,0.18181818181818177,0.55,184,experiment,0.65
0.915,0.085,no,FALSE,11,10,1,0.9090909090909092,0.09090909090909094,0.5238095238095238,184,experiment,0.65
0.96,0.04,no,FALSE,11,11,1,1,0,0.5,184,experiment,0.65
0.026,0.974,yes,TRUE,1,0,0.06666666666666667,0,1,1,185,experiment,0.65
0.07,0.93,yes,TRUE,2,0,0.13333333333333333,0,1,1,185,experiment,0.65
0.076,0.924,yes,TRUE,3,0,0.2,0,1,1,185,experiment,0.65
0.103,0.897,yes,TRUE,4,0,0.26666666666666666,0,1,1,185,experiment,0.65
0.123,0.877,yes,TRUE,5,0,0.3333333333333333,0,1,1,185,experiment,0.65
0.143,0.857,yes,TRUE,6,0,0.4,0,1,1,185,experiment,0.65
0.153,0.847,yes,TRUE,7,0,0.4666666666666667,0,1,1,185,experiment,0.65
0.209,0.791,yes,TRUE,8,0,0.5333333333333333,0,1,1,185,experiment,0.65
0.264,0.736,yes,TRUE,9,0,0.6,0,1,1,185,experiment,0.65
0.327,0.673,yes,TRUE,10,0,0.6666666666666666,0,1,1,185,experiment,0.65
0.381,0.619,yes,TRUE,11,0,0.7333333333333333,0,1,1,185,experiment,0.65
0.382,0.618,no,FALSE,11,1,0.7333333333333333,0.03703703703703703,0.962962962962963,0.9166666666666666,185,experiment,0.65
0.409,0.591,no,FALSE,11,2,0.7333333333333333,0.07407407407407407,0.925925925925926,0.8461538461538461,185,experiment,0.65
0.409,0.591,no,FALSE,11,3,0.7333333333333333,0.1111111111111111,0.8888888888888888,0.7857142857142857,185,experiment,0.65
0.439,0.561,yes,TRUE,12,3,0.8,0.1111111111111111,0.8888888888888888,0.8,185,experiment,0.65
0.47,0.53,no,FALSE,12,4,0.8,0.14814814814814814,0.8518518518518519,0.75,185,experiment,0.65
0.486,0.514,no,FALSE,12,5,0.8,0.18518518518518515,0.8148148148148149,0.7058823529411765,185,experiment,0.65
0.522,0.478,no,FALSE,12,6,0.8,0.2222222222222222,0.7777777777777778,0.6666666666666666,185,experiment,0.65
0.54,0.46,no,FALSE,12,7,0.8,0.25925925925925924,0.7407407407407407,0.631578947368421,185,experiment,0.65
0.558,0.442,no,FALSE,12,8,0.8,0.2962962962962963,0.7037037037037037,0.6,185,experiment,0.65
0.565,0.435,yes,TRUE,13,8,0.8666666666666667,0.2962962962962963,0.7037037037037037,0.6190476190476191,185,experiment,0.65
0.592,0.408,yes,TRUE,14,8,0.9333333333333332,0.2962962962962963,0.7037037037037037,0.6363636363636364,185,experiment,0.65
0.596,0.404,no,FALSE,14,9,0.9333333333333332,0.3333333333333333,0.6666666666666667,0.6086956521739131,185,experiment,0.65
0.666,0.334,yes,TRUE,15,9,1,0.3333333333333333,0.6666666666666667,0.625,185,experiment,0.65
0.695,0.305,no,FALSE,15,10,1,0.3703703703703703,0.6296296296296297,0.6,185,experiment,0.65
0.703,0.297,no,FALSE,15,11,1,0.4074074074074074,0.5925925925925926,0.5769230769230769,185,experiment,0.65
0.773,0.227,no,FALSE,15,12,1,0.4444444444444444,0.5555555555555556,0.5555555555555556,185,experiment,0.65
0.789,0.211,no,FALSE,15,13,1,0.48148148148148145,0.5185185185185186,0.5357142857142857,185,experiment,0.65
0.813,0.187,no,FALSE,15,14,1,0.5185185185185185,0.4814814814814815,0.5172413793103449,185,experiment,0.65
0.814,0.186,no,FALSE,15,15,1,0.5555555555555556,0.4444444444444444,0.5,185,experiment,0.65
0.814,0.186,no,FALSE,15,16,1,0.5925925925925926,0.40740740740740744,0.4838709677419355,185,experiment,0.65
0.835,0.165,no,FALSE,15,17,1,0.6296296296296297,0.3703703703703703,0.46875,185,experiment,0.65
0.838,0.162,no,FALSE,15,18,1,0.6666666666666666,0.33333333333333337,0.4545454545454546,185,experiment,0.65
0.844,0.156,no,FALSE,15,19,1,0.7037037037037037,0.2962962962962963,0.4411764705882353,185,experiment,0.65
0.861,0.139,no,FALSE,15,20,1,0.7407407407407407,0.2592592592592593,0.42857142857142855,185,experiment,0.65
0.873,0.127,no,FALSE,15,21,1,0.7777777777777778,0.2222222222222222,0.4166666666666667,185,experiment,0.65
0.885,0.115,no,FALSE,15,22,1,0.8148148148148148,0.18518518518518523,0.40540540540540543,185,experiment,0.65
0.941,0.059,no,FALSE,15,23,1,0.8518518518518519,0.14814814814814814,0.3947368421052632,185,experiment,0.65
0.947,0.053,no,FALSE,15,24,1,0.8888888888888888,0.11111111111111116,0.38461538461538464,185,experiment,0.65
0.952,0.048,no,FALSE,15,25,1,0.925925925925926,0.07407407407407407,0.375,185,experiment,0.65
0.956,0.044,no,FALSE,15,26,1,0.9629629629629628,0.03703703703703709,0.36585365853658536,185,experiment,0.65
0.957,0.043,no,FALSE,15,27,1,1,0,0.35714285714285715,185,experiment,0.65
0.043,0.957,yes,TRUE,1,0,0.09090909090909093,0,1,1,186,experiment,0.65
0.051,0.949,yes,TRUE,2,0,0.18181818181818185,0,1,1,186,experiment,0.65
0.196,0.804,yes,TRUE,3,0,0.2727272727272727,0,1,1,186,experiment,0.65
0.318,0.682,yes,TRUE,4,0,0.3636363636363637,0,1,1,186,experiment,0.65
0.341,0.659,yes,TRUE,5,0,0.4545454545454546,0,1,1,186,experiment,0.65
0.429,0.571,yes,TRUE,6,0,0.5454545454545454,0,1,1,186,experiment,0.65
0.471,0.529,no,FALSE,6,1,0.5454545454545454,0.09090909090909093,0.9090909090909092,0.8571428571428571,186,experiment,0.65
0.485,0.515,yes,TRUE,7,1,0.6363636363636364,0.09090909090909093,0.9090909090909092,0.875,186,experiment,0.65
0.631,0.369,yes,TRUE,8,1,0.7272727272727273,0.09090909090909093,0.9090909090909092,0.8888888888888888,186,experiment,0.65
0.655,0.345,yes,TRUE,9,1,0.8181818181818182,0.09090909090909093,0.9090909090909092,0.9,186,experiment,0.65
0.721,0.279,no,FALSE,9,2,0.8181818181818182,0.18181818181818185,0.8181818181818181,0.8181818181818182,186,experiment,0.65
0.737,0.263,yes,TRUE,10,2,0.9090909090909092,0.18181818181818185,0.8181818181818181,0.8333333333333334,186,experiment,0.65
0.759,0.241,yes,TRUE,11,2,1,0.18181818181818185,0.8181818181818181,0.8461538461538461,186,experiment,0.65
0.775,0.225,no,FALSE,11,3,1,0.2727272727272727,0.7272727272727273,0.7857142857142857,186,experiment,0.65
0.802,0.198,no,FALSE,11,4,1,0.3636363636363637,0.6363636363636364,0.7333333333333333,186,experiment,0.65
0.813,0.187,no,FALSE,11,5,1,0.4545454545454546,0.5454545454545454,0.6875,186,experiment,0.65
0.857,0.143,no,FALSE,11,6,1,0.5454545454545454,0.4545454545454546,0.6470588235294118,186,experiment,0.65
0.871,0.129,no,FALSE,11,7,1,0.6363636363636364,0.3636363636363637,0.6111111111111112,186,experiment,0.65
0.891,0.109,no,FALSE,11,8,1,0.7272727272727273,0.2727272727272727,0.5789473684210527,186,experiment,0.65
0.899,0.101,no,FALSE,11,9,1,0.8181818181818182,0.18181818181818177,0.55,186,experiment,0.65
0.921,0.079,no,FALSE,11,10,1,0.9090909090909092,0.09090909090909094,0.5238095238095238,186,experiment,0.65
0.939,0.061,no,FALSE,11,11,1,1,0,0.5,186,experiment,0.65
0.029,0.971,yes,TRUE,1,0,0.09090909090909093,0,1,1,187,experiment,0.65
0.047,0.953,yes,TRUE,2,0,0.18181818181818185,0,1,1,187,experiment,0.65
0.236,0.764,yes,TRUE,3,0,0.2727272727272727,0,1,1,187,experiment,0.65
0.268,0.732,yes,TRUE,4,0,0.3636363636363637,0,1,1,187,experiment,0.65
0.297,0.703,yes,TRUE,5,0,0.4545454545454546,0,1,1,187,experiment,0.65
0.386,0.614,yes,TRUE,6,0,0.5454545454545454,0,1,1,187,experiment,0.65
0.389,0.611,no,FALSE,6,1,0.5454545454545454,0.09090909090909093,0.9090909090909092,0.8571428571428571,187,experiment,0.65
0.395,0.605,yes,TRUE,7,1,0.6363636363636364,0.09090909090909093,0.9090909090909092,0.875,187,experiment,0.65
0.65,0.35,yes,TRUE,8,1,0.7272727272727273,0.09090909090909093,0.9090909090909092,0.8888888888888888,187,experiment,0.65
0.705,0.295,no,FALSE,8,2,0.7272727272727273,0.18181818181818185,0.8181818181818181,0.8,187,experiment,0.65
0.706,0.294,yes,TRUE,9,2,0.8181818181818182,0.18181818181818185,0.8181818181818181,0.8181818181818182,187,experiment,0.65
0.774,0.226,yes,TRUE,10,2,0.9090909090909092,0.18181818181818185,0.8181818181818181,0.8333333333333334,187,experiment,0.65
0.815,0.185,yes,TRUE,11,2,1,0.18181818181818185,0.8181818181818181,0.8461538461538461,187,experiment,0.65
0.82,0.18,no,FALSE,11,3,1,0.2727272727272727,0.7272727272727273,0.7857142857142857,187,experiment,0.65
