no,yes,actual,is_pos,tp,fp,sensitivity,fpr,specificity,precision,seed,groups,train_frac,test_group
0.779,0.221,no,FALSE,6,12,1,0.75,0.25,0.3333333333333333,183,exp_id_number,0.65,fmt_2
0.836,0.164,no,FALSE,6,13,1,0.8125,0.1875,0.3157894736842105,183,exp_id_number,0.65,fmt_2
0.884,0.116,no,FALSE,6,14,1,0.875,0.125,0.3,183,exp_id_number,0.65,fmt_2
0.901,0.099,no,FALSE,6,15,1,0.9375,0.0625,0.2857142857142857,183,exp_id_number,0.65,fmt_2
0.926,0.074,no,FALSE,6,16,1,1,0,0.2727272727272727,183,exp_id_number,0.65,fmt_2
0.068,0.932,yes,TRUE,1,0,0.14285714285714285,0,1,1,183,exp_id_number,0.65,p40_1
0.078,0.922,yes,TRUE,2,0,0.2857142857142857,0,1,1,183,exp_id_number,0.65,p40_1
0.203,0.797,yes,TRUE,3,0,0.42857142857142855,0,1,1,183,exp_id_number,0.65,p40_1
0.21,0.79,yes,TRUE,4,0,0.5714285714285714,0,1,1,183,exp_id_number,0.65,p40_1
0.234,0.766,yes,TRUE,5,0,0.7142857142857143,0,1,1,183,exp_id_number,0.65,p40_1
0.353,0.647,yes,TRUE,6,0,0.8571428571428571,0,1,1,183,exp_id_number,0.65,p40_1
0.488,0.512,no,FALSE,6,1,0.8571428571428571,0.06666666666666667,0.9333333333333333,0.8571428571428571,183,exp_id_number,0.65,p40_1
0.6,0.4,yes,TRUE,7,1,1,0.06666666666666667,0.9333333333333333,0.875,183,exp_id_number,0.65,p40_1
0.672,0.328,no,FALSE,7,2,1,0.13333333333333333,0.8666666666666667,0.7777777777777778,183,exp_id_number,0.65,p40_1
0.707,0.293,no,FALSE,7,3,1,0.2,0.8,0.7,183,exp_id_number,0.65,p40_1
0.747,0.253,no,FALSE,7,4,1,0.26666666666666666,0.7333333333333334,0.6363636363636364,183,exp_id_number,0.65,p40_1
0.82,0.18,no,FALSE,7,5,1,0.3333333333333333,0.6666666666666667,0.5833333333333334,183,exp_id_number,0.65,p40_1
0.825,0.175,no,FALSE,7,6,1,0.4,0.6,0.5384615384615384,183,exp_id_number,0.65,p40_1
0.828,0.172,no,FALSE,7,7,1,0.4666666666666667,0.5333333333333333,0.5,183,exp_id_number,0.65,p40_1
0.847,0.153,no,FALSE,7,8,1,0.5333333333333333,0.4666666666666667,0.4666666666666667,183,exp_id_number,0.65,p40_1
0.849,0.151,no,FALSE,7,9,1,0.6,0.4,0.4375,183,exp_id_number,0.65,p40_1
0.876,0.124,no,FALSE,7,10,1,0.6666666666666666,0.33333333333333337,0.4117647058823529,183,exp_id_number,0.65,p40_1
0.888,0.112,no,FALSE,7,11,1,0.7333333333333333,0.2666666666666667,0.3888888888888889,183,exp_id_number,0.65,p40_1
0.921,0.079,no,FALSE,7,12,1,0.8,0.19999999999999996,0.3684210526315789,183,exp_id_number,0.65,p40_1
0.931,0.069,no,FALSE,7,13,1,0.8666666666666667,0.1333333333333333,0.35,183,exp_id_number,0.65,p40_1
0.934,0.066,no,FALSE,7,14,1,0.9333333333333333,0.06666666666666665,0.3333333333333333,183,exp_id_number,0.65,p40_1
0.946,0.054,no,FALSE,7,15,1,1,0,0.3181818181818182,183,exp_id_number,0.65,p40_1
0.047,0.953,yes,TRUE,1,0,0.09090909090909091,0,1,1,183,exp_id_number,0.65,p40_2
0.047,0.953,yes,TRUE,2,0,0.18181818181818182,0,1,1,183,exp_id_number,0.65,p40_2
0.191,0.809,yes,TRUE,3,0,0.2727272727272727,0,1,1,183,exp_id_number,0.65,p40_2
0.294,0.706,yes,TRUE,4,0,0.36363636363636365,0,1,1,183,exp_id_number,0.65,p40_2
0.339,0.661,yes,TRUE,5,0,0.45454545454545453,0,1,1,183,exp_id_number,0.65,p40_2
0.434,0.566,yes,TRUE,6,0,0.5454545454545454,0,1,1,183,exp_id_number,0.65,p40_2
0.461,0.539,yes,TRUE,7,0,0.6363636363636364,0,1,1,183,exp_id_number,0.65,p40_2
0.468,0.532,no,FALSE,7,1,0.6363636363636364,0.09090909090909091,0.9090909090909091,0.875,183,exp_id_number,0.65,p40_2
0.649,0.351,yes,TRUE,8,1,0.7272727272727273,0.09090909090909091,0.9090909090909091,0.8888888888888888,183,exp_id_number,0.65,p40_2
0.676,0.324,yes,TRUE,9,1,0.8181818181818182,0.09090909090909091,0.9090909090909091,0.9,183,exp_id_number,0.65,p40_2
0.703,0.297,no,FALSE,9,2,0.8181818181818182,0.18181818181818182,0.8181818181818181,0.8181818181818182,183,exp_id_number,0.65,p40_2
0.749,0.251,yes,TRUE,10,2,0.9090909090909091,0.18181818181818182,0.8181818181818181,0.8333333333333334,183,exp_id_number,0.65,p40_2
0.774,0.226,yes,TRUE,11,2,1,0.18181818181818182,0.8181818181818181,0.8461538461538461,183,exp_id_number,0.65,p40_2
0.795,0.205,no,FALSE,11,3,1,0.2727272727272727,0.7272727272727273,0.7857142857142857,183,exp_id_number,0.65,p40_2
0.828,0.172,no,FALSE,11,4,1,0.36363636363636365,0.6363636363636364,0.7333333333333333,183,exp_id_number,0.65,p40_2
0.835,0.165,no,FALSE,11,5,1,0.45454545454545453,0.5454545454545454,0.6875,183,exp_id_number,0.65,p40_2
0.84,0.16,no,FALSE,11,6,1,0.5454545454545454,0.4545454545454546,0.6470588235294118,183,exp_id_number,0.65,p40_2
0.867,0.133,no,FALSE,11,7,1,0.6363636363636364,0.36363636363636365,0.6111111111111112,183,exp_id_number,0.65,p40_2
0.898,0.102,no,FALSE,11,8,1,0.7272727272727273,0.2727272727272727,0.5789473684210527,183,exp_id_number,0.65,p40_2
0.91,0.09,no,FALSE,11,9,1,0.8181818181818182,0.18181818181818177,0.55,183,exp_id_number,0.65,p40_2
0.917,0.083,no,FALSE,11,10,1,0.9090909090909091,0.09090909090909094,0.5238095238095238,183,exp_id_number,0.65,p40_2
0.947,0.053,no,FALSE,11,11,1,1,0,0.5,183,exp_id_number,0.65,p40_2
0.112,0.888,yes,TRUE,1,0,0.16666666666666666,0,1,1,183,exp_id_number,0.65,p40_3
0.113,0.887,yes,TRUE,2,0,0.3333333333333333,0,1,1,183,exp_id_number,0.65,p40_3
0.115,0.885,yes,TRUE,3,0,0.5,0,1,1,183,exp_id_number,0.65,p40_3
0.117,0.883,yes,TRUE,4,0,0.6666666666666666,0,1,1,183,exp_id_number,0.65,p40_3
0.212,0.788,no,FALSE,4,1,0.6666666666666666,0.0625,0.9375,0.8,183,exp_id_number,0.65,p40_3
0.471,0.529,no,FALSE,4,2,0.6666666666666666,0.125,0.875,0.6666666666666666,183,exp_id_number,0.65,p40_3
0.503,0.497,yes,TRUE,5,2,0.8333333333333334,0.125,0.875,0.7142857142857143,183,exp_id_number,0.65,p40_3
0.645,0.355,no,FALSE,5,3,0.8333333333333334,0.1875,0.8125,0.625,183,exp_id_number,0.65,p40_3
0.647,0.353,yes,TRUE,6,3,1,0.1875,0.8125,0.6666666666666666,183,exp_id_number,0.65,p40_3
0.656,0.344,no,FALSE,6,4,1,0.25,0.75,0.6,183,exp_id_number,0.65,p40_3
0.713,0.287,no,FALSE,6,5,1,0.3125,0.6875,0.5454545454545454,183,exp_id_number,0.65,p40_3
0.728,0.272,no,FALSE,6,6,1,0.375,0.625,0.5,183,exp_id_number,0.65,p40_3
0.778,0.222,no,FALSE,6,7,1,0.4375,0.5625,0.46153846153846156,183,exp_id_number,0.65,p40_3
0.834,0.166,no,FALSE,6,8,1,0.5,0.5,0.42857142857142855,183,exp_id_number,0.65,p40_3
0.866,0.134,no,FALSE,6,9,1,0.5625,0.4375,0.4,183,exp_id_number,0.65,p40_3
0.869,0.131,no,FALSE,6,10,1,0.625,0.375,0.375,183,exp_id_number,0.65,p40_3
0.893,0.107,no,FALSE,6,11,1,0.6875,0.3125,0.35294117647058826,183,exp_id_number,0.65,p40_3
0.902,0.098,no,FALSE,6,12,1,0.75,0.25,0.3333333333333333,183,exp_id_number,0.65,p40_3
0.924,0.076,no,FALSE,6,13,1,0.8125,0.1875,0.3157894736842105,183,exp_id_number,0.65,p40_3
0.932,0.068,no,FALSE,6,14,1,0.875,0.125,0.3,183,exp_id_number,0.65,p40_3
0.935,0.065,no,FALSE,6,15,1,0.9375,0.0625,0.2857142857142857,183,exp_id_number,0.65,p40_3
0.965,0.035,no,FALSE,6,16,1,1,0,0.2727272727272727,183,exp_id_number,0.65,p40_3
0.098,0.902,yes,TRUE,1,0,0.1,0,1,1,184,exp_id_number,0.65,fmt_1
0.199,0.801,yes,TRUE,2,0,0.2,0,1,1,184,exp_id_number,0.65,fmt_1
0.223,0.777,yes,TRUE,3,0,0.3,0,1,1,184,exp_id_number,0.65,fmt_1
0.229,0.771,yes,TRUE,4,0,0.4,0,1,1,184,exp_id_number,0.65,fmt_1
0.269,0.731,yes,TRUE,5,0,0.5,0,1,1,184,exp_id_number,0.65,fmt_1
0.285,0.715,yes,TRUE,6,0,0.6,0,1,1,184,exp_id_number,0.65,fmt_1
0.633,0.367,yes,TRUE,7,0,0.7,0,1,1,184,exp_id_number,0.65,fmt_1
0.69,0.31,yes,TRUE,8,0,0.8,0,1,1,184,exp_id_number,0.65,fmt_1
0.7,0.3,yes,TRUE,9,0,0.9,0,1,1,184,exp_id_number,0.65,fmt_1
0.759,0.241,no,FALSE,9,1,0.9,0.08333333333333333,0.9166666666666666,0.9,184,exp_id_number,0.65,fmt_1
0.791,0.209,yes,TRUE,10,1,1,0.08333333333333333,0.9166666666666666,0.9090909090909091,184,exp_id_number,0.65,fmt_1
0.867,0.133,no,FALSE,10,2,1,0.16666666666666666,0.8333333333333334,0.8333333333333334,184,exp_id_number,0.65,fmt_1
0.889,0.111,no,FALSE,10,3,1,0.25,0.75,0.7692307692307693,184,exp_id_number,0.65,fmt_1
0.892,0.108,no,FALSE,10,4,1,0.3333333333333333,0.6666666666666667,0.7142857142857143,184,exp_id_number,0.65,fmt_1
0.906,0.094,no,FALSE,10,5,1,0.4166666666666667,0.5833333333333333,0.6666666666666666,184,exp_id_number,0.65,fmt_1
0.907,0.093,no,FALSE,10,6,1,0.5,0.5,0.625,184,exp_id_number,0.65,fmt_1
0.912,0.088,no,FALSE,10,7,1,0.5833333333333334,0.41666666666666663,0.5882352941176471,184,exp_id_number,0.65,fmt_1
0.914,0.086,no,FALSE,10,8,1,0.6666666666666666,0.33333333333333337,0.5555555555555556,184,exp_id_number,0.65,fmt_1
0.927,0.073,no,FALSE,10,9,1,0.75,0.25,0.5263157894736842,184,exp_id_number,0.65,fmt_1
0.937,0.063,no,FALSE,10,10,1,0.8333333333333334,0.16666666666666663,0.5,184,exp_id_number,0.65,fmt_1
0.952,0.048,no,FALSE,10,11,1,0.9166666666666666,0.08333333333333337,0.47619047619047616,184,exp_id_number,0.65,fmt_1
0.952,0.048,no,FALSE,10,12,1,1,0,0.45454545454545453,184,exp_id_number,0.65,fmt_1
0.05,0.95,yes,TRUE,1,0,0.2,0,1,1,184,exp_id_number,0.65,fmt_2
0.059,0.941,yes,TRUE,2,0,0.4,0,1,1,184,exp_id_number,0.65,fmt_2
0.121,0.879,yes,TRUE,3,0,0.6,0,1,1,184,exp_id_number,0.65,fmt_2
0.123,0.877,yes,TRUE,4,0,0.8,0,1,1,184,exp_id_number,0.65,fmt_2
0.29,0.71,yes,TRUE,5,0,1,0,1,1,184,exp_id_number,0.65,fmt_2
0.368,0.632,no,FALSE,5,1,1,0.058823529411764705,0.9411764705882353,0.8333333333333334,184,exp_id_number,0.65,fmt_2
0.455,0.545,no,FALSE,5,2,1,0.11764705882352941,0.8823529411764706,0.7142857142857143,184,exp_id_number,0.65,fmt_2
0.461,0.539,no,FALSE,5,3,1,0.17647058823529413,0.8235294117647058,0.625,184,exp_id_number,0.65,fmt_2
0.532,0.468,no,FALSE,5,4,1,0.23529411764705882,0.7647058823529411,0.5555555555555556,184,exp_id_number,0.65,fmt_2
0.538,0.462,no,FALSE,5,5,1,0.29411764705882354,0.7058823529411764,0.5,184,exp_id_number,0.65,fmt_2
0.543,0.457,no,FALSE,5,6,1,0.35294117647058826,0.6470588235294117,0.45454545454545453,184,exp_id_number,0.65,fmt_2
0.576,0.424,no,FALSE,5,7,1,0.4117647058823529,0.5882352941176471,0.4166666666666667,184,exp_id_number,0.65,fmt_2
0.622,0.378,no,FALSE,5,8,1,0.47058823529411764,0.5294117647058824,0.38461538461538464,184,exp_id_number,0.65,fmt_2
0.665,0.335,no,FALSE,5,9,1,0.5294117647058824,0.47058823529411764,0.35714285714285715,184,exp_id_number,0.65,fmt_2
0.693,0.307,no,FALSE,5,10,1,0.5882352941176471,0.4117647058823529,0.3333333333333333,184,exp_id_number,0.65,fmt_2
0.712,0.288,no,FALSE,5,11,1,0.6470588235294118,0.3529411764705882,0.3125,184,exp_id_number,0.65,fmt_2
0.785,0.215,no,FALSE,5,12,1,0.7058823529411765,0.2941176470588235,0.29411764705882354,184,exp_id_number,0.65,fmt_2
0.811,0.189,no,FALSE,5,13,1,0.7647058823529411,0.23529411764705888,0.2777777777777778,184,exp_id_number,0.65,fmt_2
0.888,0.112,no,FALSE,5,14,1,0.8235294117647058,0.17647058823529416,0.2631578947368421,184,exp_id_number,0.65,fmt_2
0.924,0.076,no,FALSE,5,15,1,0.8823529411764706,0.11764705882352944,0.25,184,exp_id_number,0.65,fmt_2
0.954,0.046,no,FALSE,5,16,1,0.9411764705882353,0.05882352941176472,0.23809523809523808,184,exp_id_number,0.65,fmt_2
0.957,0.043,no,FALSE,5,17,1,1,0,0.22727272727272727,184,exp_id_number,0.65,fmt_2
0.05,0.95,yes,TRUE,1,0,0.125,0,1,1,184,exp_id_number,0.65,p40_1
0.053,0.947,yes,TRUE,2,0,0.25,0,1,1,184,exp_id_number,0.65,p40_1
0.148,0.852,yes,TRUE,3,0,0.375,0,1,1,184,exp_id_number,0.65,p40_1
0.181,0.819,yes,TRUE,4,0,0.5,0,1,1,184,exp_id_number,0.65,p40_1
0.43,0.57,yes,TRUE,5,0,0.625,0,1,1,184,exp_id_number,0.65,p40_1
0.47,0.53,no,FALSE,5,1,0.625,0.07142857142857142,0.9285714285714286,0.8333333333333334,184,exp_id_number,0.65,p40_1
0.486,0.514,no,FALSE,5,2,0.625,0.14285714285714285,0.8571428571428572,0.7142857142857143,184,exp_id_number,0.65,p40_1
0.601,0.399,yes,TRUE,6,2,0.75,0.14285714285714285,0.8571428571428572,0.75,184,exp_id_number,0.65,p40_1
0.628,0.372,yes,TRUE,7,2,0.875,0.14285714285714285,0.8571428571428572,0.7777777777777778,184,exp_id_number,0.65,p40_1
0.68,0.32,yes,TRUE,8,2,1,0.14285714285714285,0.8571428571428572,0.8,184,exp_id_number,0.65,p40_1
0.775,0.225,no,FALSE,8,3,1,0.21428571428571427,0.7857142857142857,0.7272727272727273,184,exp_id_number,0.65,p40_1
0.776,0.224,no,FALSE,8,4,1,0.2857142857142857,0.7142857142857143,0.6666666666666666,184,exp_id_number,0.65,p40_1
0.799,0.201,no,FALSE,8,5,1,0.35714285714285715,0.6428571428571428,0.6153846153846154,184,exp_id_number,0.65,p40_1
0.833,0.167,no,FALSE,8,6,1,0.42857142857142855,0.5714285714285714,0.5714285714285714,184,exp_id_number,0.65,p40_1
0.853,0.147,no,FALSE,8,7,1,0.5,0.5,0.5333333333333333,184,exp_id_number,0.65,p40_1
0.879,0.121,no,FALSE,8,8,1,0.5714285714285714,0.4285714285714286,0.5,184,exp_id_number,0.65,p40_1
0.895,0.105,no,FALSE,8,9,1,0.6428571428571429,0.3571428571428571,0.47058823529411764,184,exp_id_number,0.65,p40_1
0.911,0.089,no,FALSE,8,10,1,0.7142857142857143,0.2857142857142857,0.4444444444444444,184,exp_id_number,0.65,p40_1
0.926,0.074,no,FALSE,8,11,1,0.7857142857142857,0.2142857142857143,0.42105263157894735,184,exp_id_number,0.65,p40_1
0.939,0.061,no,FALSE,8,12,1,0.8571428571428571,0.1428571428571429,0.4,184,exp_id_number,0.65,p40_1
0.945,0.055,no,FALSE,8,13,1,0.9285714285714286,0.0714285714285714,0.38095238095238093,184,exp_id_number,0.65,p40_1
0.948,0.052,no,FALSE,8,14,1,1,0,0.36363636363636365,184,exp_id_number,0.65,p40_1
0.025,0.975,yes,TRUE,1,0,0.09090909090909091,0,1,1,184,exp_id_number,0.65,p40_2
0.04,0.96,yes,TRUE,2,0,0.18181818181818182,0,1,1,184,exp_id_number,0.65,p40_2
0.229,0.771,yes,TRUE,3,0,0.2727272727272727,0,1,1,184,exp_id_number,0.65,p40_2
0.245,0.755,yes,TRUE,4,0,0.36363636363636365,0,1,1,184,exp_id_number,0.65,p40_2
0.306,0.694,yes,TRUE,5,0,0.45454545454545453,0,1,1,184,exp_id_number,0.65,p40_2
0.388,0.612,yes,TRUE,6,0,0.5454545454545454,0,1,1,184,exp_id_number,0.65,p40_2
0.402,0.598,yes,TRUE,7,0,0.6363636363636364,0,1,1,184,exp_id_number,0.65,p40_2
0.405,0.595,no,FALSE,7,1,0.6363636363636364,0.09090909090909091,0.9090909090909091,0.875,184,exp_id_number,0.65,p40_2
0.626,0.374,yes,TRUE,8,1,0.7272727272727273,0.09090909090909091,0.9090909090909091,0.8888888888888888,184,exp_id_number,0.65,p40_2
0.686,0.314,yes,TRUE,9,1,0.8181818181818182,0.09090909090909091,0.9090909090909091,0.9,184,exp_id_number,0.65,p40_2
0.695,0.305,no,FALSE,9,2,0.8181818181818182,0.18181818181818182,0.8181818181818181,0.8181818181818182,184,exp_id_number,0.65,p40_2
0.779,0.221,yes,TRUE,10,2,0.9090909090909091,0.18181818181818182,0.8181818181818181,0.8333333333333334,184,exp_id_number,0.65,p40_2
0.794,0.206,yes,TRUE,11,2,1,0.18181818181818182,0.8181818181818181,0.8461538461538461,184,exp_id_number,0.65,p40_2
0.82,0.18,no,FALSE,11,3,1,0.2727272727272727,0.7272727272727273,0.7857142857142857,184,exp_id_number,0.65,p40_2
0.84,0.16,no,FALSE,11,4,1,0.36363636363636365,0.6363636363636364,0.7333333333333333,184,exp_id_number,0.65,p40_2
0.861,0.139,no,FALSE,11,5,1,0.45454545454545453,0.5454545454545454,0.6875,184,exp_id_number,0.65,p40_2
0.873,0.127,no,FALSE,11,6,1,0.5454545454545454,0.4545454545454546,0.6470588235294118,184,exp_id_number,0.65,p40_2
0.875,0.125,no,FALSE,11,7,1,0.6363636363636364,0.36363636363636365,0.6111111111111112,184,exp_id_number,0.65,p40_2
0.887,0.113,no,FALSE,11,8,1,0.7272727272727273,0.2727272727272727,0.5789473684210527,184,exp_id_number,0.65,p40_2
0.893,0.107,no,FALSE,11,9,1,0.8181818181818182,0.18181818181818177,0.55,184,exp_id_number,0.65,p40_2
0.932,0.068,no,FALSE,11,10,1,0.9090909090909091,0.09090909090909094,0.5238095238095238,184,exp_id_number,0.65,p40_2
0.953,0.047,no,FALSE,11,11,1,1,0,0.5,184,exp_id_number,0.65,p40_2
0.087,0.913,yes,TRUE,1,0,0.125,0,1,1,184,exp_id_number,0.65,p40_3
0.103,0.897,yes,TRUE,2,0,0.25,0,1,1,184,exp_id_number,0.65,p40_3
0.165,0.835,yes,TRUE,3,0,0.375,0,1,1,184,exp_id_number,0.65,p40_3
0.184,0.816,yes,TRUE,4,0,0.5,0,1,1,184,exp_id_number,0.65,p40_3
0.21,0.79,yes,TRUE,5,0,0.625,0,1,1,184,exp_id_number,0.65,p40_3
0.23,0.77,yes,TRUE,6,0,0.75,0,1,1,184,exp_id_number,0.65,p40_3
0.546,0.454,no,FALSE,6,1,0.75,0.07142857142857142,0.9285714285714286,0.8571428571428571,184,exp_id_number,0.65,p40_3
0.595,0.405,no,FALSE,6,2,0.75,0.14285714285714285,0.8571428571428572,0.75,184,exp_id_number,0.65,p40_3
0.647,0.353,yes,TRUE,7,2,0.875,0.14285714285714285,0.8571428571428572,0.7777777777777778,184,exp_id_number,0.65,p40_3
0.664,0.336,yes,TRUE,8,2,1,0.14285714285714285,0.8571428571428572,0.8,184,exp_id_number,0.65,p40_3
0.722,0.278,no,FALSE,8,3,1,0.21428571428571427,0.7857142857142857,0.7272727272727273,184,exp_id_number,0.65,p40_3
0.777,0.223,no,FALSE,8,4,1,0.2857142857142857,0.7142857142857143,0.6666666666666666,184,exp_id_number,0.65,p40_3
0.784,0.216,no,FALSE,8,5,1,0.35714285714285715,0.6428571428571428,0.6153846153846154,184,exp_id_number,0.65,p40_3
0.819,0.181,no,FALSE,8,6,1,0.42857142857142855,0.5714285714285714,0.5714285714285714,184,exp_id_number,0.65,p40_3
0.821,0.179,no,FALSE,8,7,1,0.5,0.5,0.5333333333333333,184,exp_id_number,0.65,p40_3
0.865,0.135,no,FALSE,8,8,1,0.5714285714285714,0.4285714285714286,0.5,184,exp_id_number,0.65,p40_3
0.882,0.118,no,FALSE,8,9,1,0.6428571428571429,0.3571428571428571,0.47058823529411764,184,exp_id_number,0.65,p40_3
0.901,0.099,no,FALSE,8,10,1,0.7142857142857143,0.2857142857142857,0.4444444444444444,184,exp_id_number,0.65,p40_3
0.91,0.09,no,FALSE,8,11,1,0.7857142857142857,0.2142857142857143,0.42105263157894735,184,exp_id_number,0.65,p40_3
0.916,0.084,no,FALSE,8,12,1,0.8571428571428571,0.1428571428571429,0.4,184,exp_id_number,0.65,p40_3
0.919,0.081,no,FALSE,8,13,1,0.9285714285714286,0.0714285714285714,0.38095238095238093,184,exp_id_number,0.65,p40_3
0.943,0.057,no,FALSE,8,14,1,1,0,0.36363636363636365,184,exp_id_number,0.65,p40_3
0.063,0.937,yes,TRUE,1,0,0.1111111111111111,0,1,1,185,exp_id_number,0.65,fmt_1
0.183,0.817,yes,TRUE,2,0,0.2222222222222222,0,1,1,185,exp_id_number,0.65,fmt_1
0.204,0.796,yes,TRUE,3,0,0.3333333333333333,0,1,1,185,exp_id_number,0.65,fmt_1
0.24,0.76,yes,TRUE,4,0,0.4444444444444444,0,1,1,185,exp_id_number,0.65,fmt_1
0.268,0.732,yes,TRUE,5,0,0.5555555555555556,0,1,1,185,exp_id_number,0.65,fmt_1
0.276,0.724,yes,TRUE,6,0,0.6666666666666666,0,1,1,185,exp_id_number,0.65,fmt_1
0.292,0.708,yes,TRUE,7,0,0.7777777777777778,0,1,1,185,exp_id_number,0.65,fmt_1
0.293,0.707,yes,TRUE,8,0,0.8888888888888888,0,1,1,185,exp_id_number,0.65,fmt_1
0.574,0.426,yes,TRUE,9,0,1,0,1,1,185,exp_id_number,0.65,fmt_1
0.688,0.312,no,FALSE,9,1,1,0.07692307692307693,0.9230769230769231,0.9,185,exp_id_number,0.65,fmt_1
0.762,0.238,no,FALSE,9,2,1,0.15384615384615385,0.8461538461538461,0.8181818181818182,185,exp_id_number,0.65,fmt_1
0.783,0.217,no,FALSE,9,3,1,0.23076923076923078,0.7692307692307692,0.75,185,exp_id_number,0.65,fmt_1
0.802,0.198,no,FALSE,9,4,1,0.3076923076923077,0.6923076923076923,0.6923076923076923,185,exp_id_number,0.65,fmt_1
0.804,0.196,no,FALSE,9,5,1,0.38461538461538464,0.6153846153846154,0.6428571428571429,185,exp_id_number,0.65,fmt_1
0.82,0.18,no,FALSE,9,6,1,0.46153846153846156,0.5384615384615384,0.6,185,exp_id_number,0.65,fmt_1
0.823,0.177,no,FALSE,9,7,1,0.5384615384615384,0.46153846153846156,0.5625,185,exp_id_number,0.65,fmt_1
0.833,0.167,no,FALSE,9,8,1,0.6153846153846154,0.3846153846153846,0.5294117647058824,185,exp_id_number,0.65,fmt_1
0.867,0.133,no,FALSE,9,9,1,0.6923076923076923,0.3076923076923077,0.5,185,exp_id_number,0.65,fmt_1
0.879,0.121,no,FALSE,9,10,1,0.7692307692307693,0.23076923076923073,0.47368421052631576,185,exp_id_number,0.65,fmt_1
0.894,0.106,no,FALSE,9,11,1,0.8461538461538461,0.15384615384615385,0.45,185,exp_id_number,0.65,fmt_1
0.91,0.09,no,FALSE,9,12,1,0.9230769230769231,0.07692307692307687,0.42857142857142855,185,exp_id_number,0.65,fmt_1
0.915,0.085,no,FALSE,9,13,1,1,0,0.4090909090909091,185,exp_id_number,0.65,fmt_1
0.081,0.919,yes,TRUE,1,0,0.2,0,1,1,185,exp_id_number,0.65,fmt_2
0.105,0.895,yes,TRUE,2,0,0.4,0,1,1,185,exp_id_number,0.65,fmt_2
0.106,0.894,yes,TRUE,3,0,0.6,0,1,1,185,exp_id_number,0.65,fmt_2
0.119,0.881,yes,TRUE,4,0,0.8,0,1,1,185,exp_id_number,0.65,fmt_2
0.252,0.748,no,FALSE,4,1,0.8,0.058823529411764705,0.9411764705882353,0.8,185,exp_id_number,0.65,fmt_2
0.26,0.74,no,FALSE,4,2,0.8,0.11764705882352941,0.8823529411764706,0.6666666666666666,185,exp_id_number,0.65,fmt_2
0.384,0.616,no,FALSE,4,3,0.8,0.17647058823529413,0.8235294117647058,0.5714285714285714,185,exp_id_number,0.65,fmt_2
0.46,0.54,no,FALSE,4,4,0.8,0.23529411764705882,0.7647058823529411,0.5,185,exp_id_number,0.65,fmt_2
0.502,0.498,no,FALSE,4,5,0.8,0.29411764705882354,0.7058823529411764,0.4444444444444444,185,exp_id_number,0.65,fmt_2
0.52,0.48,no,FALSE,4,6,0.8,0.35294117647058826,0.6470588235294117,0.4,185,exp_id_number,0.65,fmt_2
0.525,0.475,no,FALSE,4,7,0.8,0.4117647058823529,0.5882352941176471,0.36363636363636365,185,exp_id_number,0.65,fmt_2
0.534,0.466,no,FALSE,4,8,0.8,0.47058823529411764,0.5294117647058824,0.3333333333333333,185,exp_id_number,0.65,fmt_2
0.601,0.399,yes,TRUE,5,8,1,0.47058823529411764,0.5294117647058824,0.38461538461538464,185,exp_id_number,0.65,fmt_2
0.633,0.367,no,FALSE,5,9,1,0.5294117647058824,0.47058823529411764,0.35714285714285715,185,exp_id_number,0.65,fmt_2
0.641,0.359,no,FALSE,5,10,1,0.5882352941176471,0.4117647058823529,0.3333333333333333,185,exp_id_number,0.65,fmt_2
0.694,0.306,no,FALSE,5,11,1,0.6470588235294118,0.3529411764705882,0.3125,185,exp_id_number,0.65,fmt_2
0.723,0.277,no,FALSE,5,12,1,0.7058823529411765,0.2941176470588235,0.29411764705882354,185,exp_id_number,0.65,fmt_2
0.736,0.264,no,FALSE,5,13,1,0.7647058823529411,0.23529411764705888,0.2777777777777778,185,exp_id_number,0.65,fmt_2
0.775,0.225,no,FALSE,5,14,1,0.8235294117647058,0.17647058823529416,0.2631578947368421,185,exp_id_number,0.65,fmt_2
0.855,0.145,no,FALSE,5,15,1,0.8823529411764706,0.11764705882352944,0.25,185,exp_id_number,0.65,fmt_2
0.931,0.069,no,FALSE,5,16,1,0.9411764705882353,0.05882352941176472,0.23809523809523808,185,exp_id_number,0.65,fmt_2
0.961,0.039,no,FALSE,5,17,1,1,0,0.22727272727272727,185,exp_id_number,0.65,fmt_2
0.042,0.958,yes,TRUE,1,0,0.14285714285714285,0,1,1,185,exp_id_number,0.65,p40_1
0.045,0.955,yes,TRUE,2,0,0.2857142857142857,0,1,1,185,exp_id_number,0.65,p40_1
0.073,0.927,yes,TRUE,3,0,0.42857142857142855,0,1,1,185,exp_id_number,0.65,p40_1
0.177,0.823,yes,TRUE,4,0,0.5714285714285714,0,1,1,185,exp_id_number,0.65,p40_1
0.211,0.789,yes,TRUE,5,0,0.7142857142857143,0,1,1,185,exp_id_number,0.65,p40_1
0.315,0.685,no,FALSE,5,1,0.7142857142857143,0.06666666666666667,0.9333333333333333,0.8333333333333334,185,exp_id_number,0.65,p40_1
0.384,0.616,no,FALSE,5,2,0.7142857142857143,0.13333333333333333,0.8666666666666667,0.7142857142857143,185,exp_id_number,0.65,p40_1
0.506,0.494,yes,TRUE,6,2,0.8571428571428571,0.13333333333333333,0.8666666666666667,0.75,185,exp_id_number,0.65,p40_1
